episode,seed,steps,return,success,final_distance,min_distance
306,5348,50,-6.0,1,0.032312582871429685,0.032312582871429685
307,5349,50,-6.0,1,0.020517111321448695,0.020517111321448695
308,5350,50,0.0,1,0.024735975147170214,0.024562223083196527
309,5351,50,-3.0,1,0.01610482834396049,0.012376263966690216
310,5352,50,-5.0,1,0.03081450539645244,0.029222626896803737
311,5353,50,-4.0,1,0.022434691817027994,0.021883371461085585
312,5354,50,-7.0,1,0.017860654329179937,0.017860654329179937
313,5355,50,-9.0,1,0.027230209621000034,0.02701527133781196
314,5356,50,-5.0,1,0.012930754366488408,0.012930754366488408
315,5357,50,-5.0,1,0.041058854182389706,0.041058854182389706
316,5358,50,-7.0,1,0.016315080430017077,0.01605257366990285
317,5359,50,-8.0,1,0.017384645684393293,0.017276879857607626
318,5360,50,-4.0,1,0.013867855987640516,0.013409400435064006
319,5361,50,-7.0,1,0.015556889492636969,0.015556889492636969
320,5362,50,-5.0,1,0.01767306128267253,0.01767306128267253
321,5363,50,-4.0,1,0.021698201790200388,0.021698201790200388
322,5364,50,-4.0,1,0.02956586085692044,0.02956586085692044
323,5365,50,-4.0,1,0.017580195227962645,0.017580195227962645
324,5366,50,-6.0,1,0.0198905699757872,0.01730950124947749
325,5367,50,-7.0,1,0.02781024664446084,0.02781024664446084
326,5368,50,-4.0,1,0.0163986722206262,0.01631758610436552
327,5369,50,-6.0,1,0.005799654075712199,0.005799654075712199
328,5370,50,-4.0,1,0.026052496319947663,0.026052496319947663
329,5371,50,-4.0,1,0.016142450141279782,0.016142450141279782
330,5372,50,-5.0,1,0.016559327150504517,0.016558325587087728
331,5373,50,-11.0,1,0.02711777397855502,0.02330361238763966
332,5374,50,-5.0,1,0.018954646480601443,0.018560721529685614
333,5375,50,-5.0,1,0.02289779384427989,0.02289779384427989
334,5376,50,-4.0,1,0.004272910761124829,0.004272910761124829
335,5377,50,0.0,1,0.00885697874095275,0.00885697874095275
336,5378,50,-4.0,1,0.02984689508014308,0.02984689508014308
337,5379,50,-4.0,1,0.031144835469718798,0.031144835469718798
338,5380,50,-10.0,1,0.0034422977031802336,0.0034422977031802336
339,5381,50,-7.0,1,0.03534408066919642,0.034821155765962425
340,5382,50,-3.0,1,0.020764517971533756,0.01696477608445496
341,5383,50,-10.0,1,0.01291077050043231,0.009350415736944694
342,5384,50,-5.0,1,0.024151068390640164,0.023831577477972075
343,5385,50,-15.0,1,0.03039375528829609,0.03009824464567811
344,5386,50,-13.0,1,0.005494476036244064,0.005494476036244064
345,5387,50,-4.0,1,0.007270399982969444,0.007270399982969444
346,5388,50,-4.0,1,0.010657382188950928,0.010657382188950928
347,5389,50,-3.0,1,0.021556525337466236,0.021037078070658854
348,5390,50,-8.0,1,0.017279601790544347,0.017279601790544347
349,5391,50,-6.0,1,0.014837042687137147,0.014476834141078143
350,5392,50,0.0,1,0.02308643655266763,0.02308643655266763
351,5393,50,-4.0,1,0.009505918969113816,0.00919454184234213
352,5394,50,-5.0,1,0.029369708101534397,0.0292009183876444
353,5395,50,-4.0,1,0.03646395334220731,0.036147740899751854
354,5396,50,0.0,1,0.018943677896656016,0.018943677896656016
355,5397,50,-4.0,1,0.015759611500249914,0.015700458388256913
356,5398,50,-11.0,1,0.019621599455116275,0.01948069278404028
357,5399,50,-4.0,1,0.01858273558062371,0.018571579347029937
358,5400,50,-4.0,1,0.020411529930024937,0.020411529930024937
359,5401,50,-10.0,1,0.010268985316929047,0.01012653752114486
360,5402,50,-5.0,1,0.024721411462285597,0.024721411462285597
361,5403,50,-4.0,1,0.004528211659834715,0.003961979612829725
